id,name,cuisine,baseServings,protein,allergens,difficulty,prepTime,emoji,imageUrl,imgQ,ingredients,instructions
r062,Vietnamese Chicken Vermicelli Bowl,Asian,4,chicken,soy,Easy,25,🍗,"https://loremflickr.com/760/560/Vietnamese,Chicken,Vermicelli,Bowl,recipe,food?lock=162",Vietnamese Chicken Vermicelli Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the grain or noodles and cool slightly."",""Prepare fresh vegetables, herbs and dressing."",""Cook or warm the protein if required."",""Arrange the base, vegetables and protein in bowls."",""Drizzle with dressing and toss gently."",""Serve with lime wedges or extra herbs.""]"
r063,Chicken Pho-Inspired Noodle Soup,Asian,4,chicken,gluten|soy,Medium,40,🍗,"https://loremflickr.com/760/560/Chicken,Pho,Inspired,Noodle,Soup,recipe,food?lock=163",Chicken Pho-Inspired Noodle Soup recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r064,Coconut Chicken Noodle Soup,Asian,4,chicken,gluten,Medium,40,🍗,"https://loremflickr.com/760/560/Coconut,Chicken,Noodle,Soup,recipe,food?lock=164",Coconut Chicken Noodle Soup recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r065,Japanese Chicken Katsu Curry,Asian,4,chicken,gluten|soy,Medium,45,🍗,"https://loremflickr.com/760/560/Japanese,Chicken,Katsu,Curry,recipe,food?lock=165",Japanese Chicken Katsu Curry recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r066,Chicken Katsu Rice Bowl,Asian,4,chicken,gluten|soy,Medium,45,🍗,"https://loremflickr.com/760/560/Chicken,Katsu,Rice,Bowl,recipe,food?lock=166",Chicken Katsu Rice Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r067,Korean Gochujang Chicken Bowl,Asian,4,chicken,soy,Easy,25,🍗,"https://loremflickr.com/760/560/Korean,Gochujang,Chicken,Bowl,recipe,food?lock=167",Korean Gochujang Chicken Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Gochujang"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Sesame Oil"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r068,Korean Chicken Bibimbap,Asian,4,chicken,soy,Easy,30,🍗,"https://loremflickr.com/760/560/Korean,Chicken,Bibimbap,recipe,food?lock=168",Korean Chicken Bibimbap recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Gochujang"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Sesame Oil"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r069,Chicken Fried Rice,Asian,4,chicken,soy,Easy,25,🍗,"https://loremflickr.com/760/560/Chicken,Fried,Rice,recipe,food?lock=169",Chicken Fried Rice recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Use cooked, cooled rice for the best texture."",""Prepare the vegetables, protein and sauce before heating the pan."",""Stir-fry the protein and vegetables over high heat."",""Add rice and break up any clumps."",""Season with sauce and toss until evenly coated."",""Serve hot with fresh herbs or sliced spring onion.""]"
r070,Chicken Chow Mein,Asian,4,chicken,gluten|soy,Easy,30,🍗,"https://loremflickr.com/760/560/Chicken,Chow,Mein,recipe,food?lock=170",Chicken Chow Mein recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r071,Chicken Pad Thai,Asian,4,chicken,gluten|soy,Easy,30,🍗,"https://loremflickr.com/760/560/Chicken,Pad,Thai,recipe,food?lock=171",Chicken Pad Thai recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r072,Chicken Pad See Ew,Asian,4,chicken,gluten|soy,Easy,30,🍗,"https://loremflickr.com/760/560/Chicken,Pad,See,Ew,recipe,food?lock=172",Chicken Pad See Ew recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r073,Chicken Drunken Noodles,Asian,4,chicken,gluten|soy,Easy,30,🍗,"https://loremflickr.com/760/560/Chicken,Drunken,Noodles,recipe,food?lock=173",Chicken Drunken Noodles recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r074,Chicken Laksa-Inspired Noodle Soup,Asian,4,chicken,gluten,Medium,40,🍗,"https://loremflickr.com/760/560/Chicken,Laksa,Inspired,Noodle,Soup,recipe,food?lock=174",Chicken Laksa-Inspired Noodle Soup recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r075,Chicken Udon Stir-Fry,Asian,4,chicken,gluten|soy,Easy,25,🍗,"https://loremflickr.com/760/560/Chicken,Udon,Stir,Fry,recipe,food?lock=175",Chicken Udon Stir-Fry recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r076,Chicken Ramen with Egg,Asian,4,chicken,eggs|gluten|soy,Medium,40,🍗,"https://loremflickr.com/760/560/Chicken,Ramen,with,Egg,recipe,food?lock=176",Chicken Ramen with Egg recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r077,Chicken Miso Soup with Rice,Asian,4,chicken,soy,Medium,40,🍗,"https://loremflickr.com/760/560/Chicken,Miso,Soup,with,Rice,recipe,food?lock=177",Chicken Miso Soup with Rice recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Miso Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":30,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r078,Chicken Bao Bowl,Asian,4,chicken,gluten|soy,Easy,25,🍗,"https://loremflickr.com/760/560/Chicken,Bao,Bowl,recipe,food?lock=178",Chicken Bao Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Bao Buns"",""amount"":8,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r079,Soy Ginger Chicken Rice Bowl,Asian,4,chicken,soy,Easy,25,🍗,"https://loremflickr.com/760/560/Soy,Ginger,Chicken,Rice,Bowl,recipe,food?lock=179",Soy Ginger Chicken Rice Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r080,Garlic Ginger Chicken Stir-Fry,Asian,4,chicken,soy,Easy,25,🍗,"https://loremflickr.com/760/560/Garlic,Ginger,Chicken,Stir,Fry,recipe,food?lock=180",Garlic Ginger Chicken Stir-Fry recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r081,Sweet and Sour Chicken,Asian,4,chicken,,Easy,30,🍗,"https://loremflickr.com/760/560/Sweet,and,Sour,Chicken,recipe,food?lock=181",Sweet and Sour Chicken recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Pineapple Juice"",""amount"":80,""unit"":""ml""},{""name"":""Rice Vinegar"",""amount"":40,""unit"":""ml""},{""name"":""Tomato Paste"",""amount"":1,""unit"":""tbsp""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r082,Orange Chicken Rice Bowl,Asian,4,chicken,soy,Easy,25,🍗,"https://loremflickr.com/760/560/Orange,Chicken,Rice,Bowl,recipe,food?lock=182",Orange Chicken Rice Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Orange Juice"",""amount"":120,""unit"":""ml""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r083,Black Pepper Chicken,Asian,4,chicken,soy,Easy,30,🍗,"https://loremflickr.com/760/560/Black,Pepper,Chicken,recipe,food?lock=183",Black Pepper Chicken recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Bell Peppers"",""amount"":2,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":50,""unit"":""ml""},{""name"":""Black Pepper"",""amount"":2,""unit"":""tsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r084,Hoisin Chicken Noodles,Asian,4,chicken,gluten|soy,Easy,30,🍗,"https://loremflickr.com/760/560/Hoisin,Chicken,Noodles,recipe,food?lock=184",Hoisin Chicken Noodles recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Hoisin Sauce"",""amount"":80,""unit"":""ml""},{""name"":""Soy Sauce"",""amount"":30,""unit"":""ml""},{""name"":""Rice Vinegar"",""amount"":1,""unit"":""tbsp""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r085,Five-Spice Chicken Rice Bowl,Asian,4,chicken,soy,Easy,25,🍗,"https://loremflickr.com/760/560/Five,Spice,Chicken,Rice,Bowl,recipe,food?lock=185",Five-Spice Chicken Rice Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r086,Beef Bulgogi Rice Bowl,Asian,4,beef,soy,Easy,25,🥩,"https://loremflickr.com/760/560/Beef,Bulgogi,Rice,Bowl,recipe,food?lock=186",Beef Bulgogi Rice Bowl recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r087,Beef Bibimbap,Asian,4,beef,soy,Easy,30,🥩,"https://loremflickr.com/760/560/Beef,Bibimbap,recipe,food?lock=187",Beef Bibimbap recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Gochujang"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Sesame Oil"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r088,Beef Teriyaki Bowl,Asian,4,beef,soy,Easy,25,🥩,"https://loremflickr.com/760/560/Beef,Teriyaki,Bowl,recipe,food?lock=188",Beef Teriyaki Bowl recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":60,""unit"":""ml""},{""name"":""Maple Syrup"",""amount"":1,""unit"":""tbsp""},{""name"":""Rice Vinegar"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r089,Beef Coconut Curry,Asian,4,beef,,Medium,40,🥩,"https://loremflickr.com/760/560/Beef,Coconut,Curry,recipe,food?lock=189",Beef Coconut Curry recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r090,Thai Beef Basil Stir-Fry,Asian,4,beef,soy,Easy,25,🥩,"https://loremflickr.com/760/560/Thai,Beef,Basil,Stir,Fry,recipe,food?lock=190",Thai Beef Basil Stir-Fry recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r091,Beef Pad See Ew,Asian,4,beef,gluten|soy,Easy,30,🥩,"https://loremflickr.com/760/560/Beef,Pad,See,Ew,recipe,food?lock=191",Beef Pad See Ew recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
